race_month,userid,address,gender,age,internet_/_shop,bet_type_category,handle,revenue,betcount
2018-05-01,3929,FL,Male,39,Desktop,Exotic,5.0,0.6,1.0
2018-01-01,4042,FL,Male,39,Mobile,Exotic,13.0,1.56,2.0
2018-04-01,4042,FL,Male,39,Mobile,Exotic,74.0,8.879999999999999,13.0
2018-04-01,4042,FL,Male,39,Mobile,WPS,40.0,3.2,1.0
2018-04-01,4042,FL,Male,39,Desktop,Exotic,3.9999999999999996,0.4799999999999999,1.9999999999999998
2018-01-01,4104,FL,Male,39,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,4315,FL,Male,39,Mobile,WPS,7.0,0.56,3.0
2018-01-01,4436,FL,Male,39,Mobile,WPS,205.0,16.4,1.0
2018-01-01,4716,FL,Male,39,Mobile,WPS,205.0,16.4,1.0
2018-01-01,4803,FL,Male,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,4948,FL,Male,39,Mobile,Exotic,55.0,6.6,2.0
2018-01-01,4948,FL,Male,39,Mobile,WPS,50.0,4.0,1.0
2018-01-01,5093,FL,Male,39,Mobile,Exotic,47.0,5.64,18.0
2018-01-01,5093,FL,Male,39,Mobile,WPS,90.0,7.2,42.0
2018-02-01,5093,FL,Male,39,Mobile,Exotic,7.0,0.84,2.0
2018-02-01,5093,FL,Male,39,Mobile,WPS,10.0,0.8,1.0
2018-05-01,5093,FL,Male,39,Mobile,Exotic,57.0,6.84,11.999999999999996
2018-05-01,5093,FL,Male,39,Mobile,WPS,12.0,0.96,2.0
2018-04-01,5115,FL,Male,39,Mobile,Exotic,16.0,1.92,2.0
2018-01-01,5208,FL,Male,39,Mobile,WPS,205.0,16.4,2.0
2018-01-01,5250,FL,Male,39,Mobile,Exotic,5.0,0.6,2.0
2018-04-01,5250,FL,Male,39,Mobile,Exotic,3.0,0.36,0.9999999999999999
2018-04-01,5250,FL,Male,39,Mobile,WPS,2.0,0.16,1.0
2018-05-01,5250,FL,Male,39,Mobile,Exotic,50.0,6.0,18.0
2018-05-01,5250,FL,Male,39,Mobile,WPS,4.0,0.32,2.0
2018-01-01,5269,FL,Female,39,Mobile,Exotic,48.0,5.76,1.0
2018-01-01,5269,FL,Female,39,Mobile,WPS,20.0,1.6,2.0
2018-01-01,5294,FL,Female,39,Mobile,Exotic,2.0,0.24,1.0
2018-01-01,5294,FL,Female,39,Mobile,WPS,23.0,1.84,3.0
2018-01-01,5298,FL,Male,39,Mobile,WPS,201.0,16.080000000000002,2.0
2018-01-01,5298,FL,Male,39,Desktop,Exotic,188.0,22.56,2.0
2018-01-01,5397,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,5418,FL,Male,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,5715,FL,Female,39,Mobile,Exotic,940.0,112.8,2.0
2018-01-01,5715,FL,Female,39,Mobile,WPS,5568.0,445.44,44.0
2018-02-01,5715,FL,Female,39,Mobile,WPS,430.0,34.4,5.0
2018-04-01,5715,FL,Female,39,Mobile,WPS,160.0,12.8,7.0
2018-04-01,5715,FL,Female,39,Desktop,Exotic,5.0,0.6,1.0
2018-04-01,5715,FL,Female,39,Desktop,WPS,501.0,40.08,47.0
2018-05-01,5715,FL,Female,39,Mobile,WPS,15.0,1.2,1.0
2018-01-01,5901,FL,Male,39,Mobile,WPS,31.0,2.48,2.0
2018-01-01,5938,FL,Male,39,Mobile,Exotic,446.0,53.519999999999996,8.0
2018-01-01,5938,FL,Male,39,Mobile,WPS,787.0,62.96,17.0
2018-01-01,5938,FL,Male,39,Desktop,Exotic,125.0,15.0,1.0
2018-02-01,5938,FL,Male,39,Mobile,Exotic,1135.0,136.2,8.999999999999998
2018-02-01,5938,FL,Male,39,Mobile,WPS,3319.0,265.52,25.0
2018-02-01,5938,FL,Male,39,Desktop,Exotic,162.0,19.439999999999998,1.0
2018-02-01,5938,FL,Male,39,Desktop,WPS,1499.0,119.92,9.0
2018-03-01,5938,FL,Male,39,Mobile,Exotic,50.0,6.0,1.0
2018-03-01,5938,FL,Male,39,Mobile,WPS,101.0,8.08,2.0
2018-04-01,5938,FL,Male,39,Mobile,Exotic,42612.0,5113.44,29.0
2018-04-01,5938,FL,Male,39,Mobile,WPS,128132.0,10250.56,54.0
2018-04-01,5938,FL,Male,39,Desktop,Exotic,2470.0,296.4,3.0
2018-04-01,5938,FL,Male,39,Desktop,WPS,10284.0,822.72,4.0
2018-05-01,5938,FL,Male,39,Mobile,Exotic,7016.0,841.92,2.0
2018-05-01,5938,FL,Male,39,Mobile,WPS,5787.0,462.96000000000004,2.0
2018-05-01,5938,FL,Male,39,Desktop,WPS,5864.0,469.12,1.0
2018-01-01,6011,FL,Male,39,Mobile,WPS,205.0,16.4,2.0
2018-01-01,6185,FL,Male,39,Mobile,Exotic,99.99999999999999,11.999999999999998,3.0
2018-01-01,6185,FL,Male,39,Mobile,WPS,105.0,8.4,1.0
2018-01-01,6301,FL,Male,39,Mobile,WPS,40.0,3.2,2.0
2018-01-01,6301,FL,Male,39,Desktop,WPS,15.0,1.2,1.0
2018-04-01,6301,FL,Male,39,Mobile,WPS,25.0,2.0,1.0
2018-01-01,6487,FL,Male,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,6619,FL,Male,39,Mobile,WPS,205.0,16.4,1.0
2018-01-01,6655,FL,Male,39,Mobile,WPS,4.0,0.32,2.0
2018-01-01,6758,FL,Male,39,Mobile,WPS,205.0,16.4,2.0
2018-01-01,6779,FL,Female,39,Mobile,Exotic,5.0,0.6,0.9999999999999999
2018-01-01,6863,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,7013,FL,Male,39,Mobile,WPS,266.0,21.28,6.0
2018-01-01,7131,FL,Female,39,Mobile,Exotic,5.0,0.6,0.9999999999999999
2018-01-01,7146,FL,Male,39,Mobile,Exotic,30.0,3.5999999999999996,2.0
2018-01-01,7146,FL,Male,39,Mobile,WPS,50.0,4.0,1.0
2018-02-01,7146,FL,Male,39,Mobile,WPS,16.0,1.28,4.0
2018-04-01,7146,FL,Male,39,Mobile,WPS,25.0,2.0,2.0
2018-05-01,7146,FL,Male,39,Mobile,Exotic,30.0,3.5999999999999996,3.0
2018-05-01,7146,FL,Male,39,Desktop,Exotic,10.0,1.2,1.0
2018-01-01,7173,FL,Male,39,Mobile,Exotic,5.0,0.6,2.0
2018-02-01,7225,FL,Male,39,Mobile,WPS,5.0,0.4,2.0
2018-01-01,7407,FL,Male,39,Mobile,Exotic,517.0,62.04,16.0
2018-01-01,7407,FL,Male,39,Mobile,WPS,70.0,5.6000000000000005,2.0
2018-01-01,7407,FL,Male,39,Desktop,Exotic,98.0,11.76,5.000000000000002
2018-02-01,7407,FL,Male,39,Mobile,Exotic,81.0,9.719999999999999,6.0
2018-02-01,7407,FL,Male,39,Mobile,WPS,50.0,4.0,1.0
2018-02-01,7407,FL,Male,39,Desktop,Exotic,199.99999999999997,23.999999999999996,5.0
2018-04-01,7407,FL,Male,39,Desktop,Exotic,60.0,7.199999999999999,3.9999999999999996
2018-01-01,7681,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,7784,FL,Female,39,Mobile,Exotic,5.0,0.6,0.9999999999999998
2018-04-01,7784,FL,Female,39,Mobile,Exotic,1.9999999999999998,0.23999999999999996,0.9999999999999999
2018-04-01,7784,FL,Female,39,Mobile,WPS,2.0,0.16,1.0
2018-05-01,7784,FL,Female,39,Mobile,Exotic,63.000000000000014,7.560000000000001,9.0
2018-01-01,7835,FL,Male,39,Mobile,WPS,200.0,16.0,2.0
2018-04-01,7835,FL,Male,39,Mobile,WPS,30.0,2.4,2.0
2018-01-01,8134,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-04-01,8571,FL,Male,39,Mobile,Exotic,2.0,0.24,1.0
2018-01-01,8811,FL,Male,39,Mobile,WPS,1354.0,108.32000000000001,17.0
2018-01-01,8916,FL,Female,39,Mobile,Exotic,106.0,12.719999999999999,2.0
2018-01-01,8916,FL,Female,39,Mobile,WPS,100.0,8.0,1.0
2018-01-01,8933,FL,Male,39,Mobile,WPS,290.0,23.2,3.0
2018-01-01,9017,FL,Male,39,Mobile,Exotic,250.0,30.0,4.0
2018-01-01,9017,FL,Male,39,Mobile,WPS,1037.0,82.96000000000001,49.0
2018-02-01,9017,FL,Male,39,Mobile,WPS,786.0,62.88,51.0
2018-02-01,9017,FL,Male,39,Desktop,WPS,10.0,0.8,1.0
2018-03-01,9017,FL,Male,39,Mobile,WPS,622.0,49.76,26.0
2018-03-01,9017,FL,Male,39,Desktop,WPS,41.0,3.2800000000000002,2.0
2018-04-01,9017,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-04-01,9017,FL,Male,39,Mobile,WPS,15.0,1.2,2.0
2018-04-01,9017,FL,Male,39,Desktop,WPS,15.0,1.2,2.0
2018-01-01,9021,FL,Male,39,Mobile,WPS,205.0,16.4,1.0
2018-05-01,9021,FL,Male,39,Mobile,WPS,25.0,2.0,1.0
2018-01-01,9034,FL,Male,39,Mobile,Exotic,615.0,73.8,20.0
2018-01-01,9034,FL,Male,39,Mobile,WPS,381.0,30.48,12.0
2018-01-01,9261,FL,Female,39,Mobile,WPS,205.0,16.4,1.0
2018-04-01,9261,FL,Female,39,Mobile,Exotic,5.0,0.6,1.0
2018-04-01,9261,FL,Female,39,Mobile,WPS,21.0,1.68,1.0
2018-05-01,9261,FL,Female,39,Mobile,Exotic,15.0,1.7999999999999998,2.0
2018-05-01,9261,FL,Female,39,Mobile,WPS,60.0,4.8,2.0
2018-05-01,9261,FL,Female,39,Desktop,WPS,20.0,1.6,2.0
2018-01-01,9354,FL,Male,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,9459,FL,Male,39,Mobile,WPS,300.0,24.0,3.0
2018-01-01,9459,FL,Male,39,Desktop,Exotic,100.0,12.0,1.0
2018-01-01,9722,FL,Male,39,Mobile,WPS,11.0,0.88,5.0
2018-01-01,10247,FL,Male,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,10248,FL,Male,39,Mobile,Exotic,7.0,0.84,3.0
2018-01-01,10507,FL,Male,39,Mobile,Exotic,9.0,1.08,1.0
2018-01-01,10507,FL,Male,39,Mobile,WPS,20.0,1.6,4.0
2018-01-01,10507,FL,Male,39,Desktop,WPS,50.0,4.0,8.0
2018-02-01,10507,FL,Male,39,Desktop,WPS,86.0,6.88,15.0
2018-03-01,10507,FL,Male,39,Desktop,Exotic,12.0,1.44,3.0
2018-03-01,10507,FL,Male,39,Desktop,WPS,31.0,2.48,5.0
2018-04-01,10507,FL,Male,39,Mobile,Exotic,4.0,0.48,1.0
2018-04-01,10507,FL,Male,39,Mobile,WPS,3.0,0.24,1.0
2018-04-01,10507,FL,Male,39,Desktop,Exotic,9.0,1.08,3.0
2018-04-01,10507,FL,Male,39,Desktop,WPS,66.0,5.28,4.0
2018-05-01,10507,FL,Male,39,Mobile,Exotic,2.0,0.24,1.0
2018-01-01,10702,FL,Male,39,Mobile,WPS,100.0,8.0,2.0
2018-02-01,10702,FL,Male,39,Mobile,WPS,255.0,20.400000000000002,6.0
2018-01-01,10734,FL,Male,39,Mobile,WPS,205.0,16.4,1.0
2018-01-01,10946,FL,Male,39,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,10961,FL,Male,39,Mobile,WPS,100.0,8.0,1.0
2018-01-01,11063,FL,Male,39,Mobile,Exotic,5.0,0.6,2.0
2018-04-01,11063,FL,Male,39,Desktop,Exotic,5.0,0.6,1.0
2018-01-01,11477,FL,Male,39,Mobile,Exotic,27.999999999999986,3.359999999999998,12.999999999999998
2018-01-01,11477,FL,Male,39,Mobile,WPS,33.0,2.64,13.0
2018-04-01,11477,FL,Male,39,Desktop,Exotic,2.0,0.24,1.0
2018-05-01,11477,FL,Male,39,Mobile,Exotic,13.0,1.56,6.0
2018-05-01,11477,FL,Male,39,Mobile,WPS,2.0,0.16,1.0
2018-01-01,11581,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,11651,FL,Male,39,Mobile,WPS,48.0,3.84,8.0
2018-01-01,11665,FL,Male,39,Mobile,WPS,205.0,16.4,3.0
2018-01-01,12217,FL,Male,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,12404,FL,Female,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,12420,FL,Male,39,Mobile,Exotic,132.0,15.84,38.99999999999998
2018-01-01,12420,FL,Male,39,Mobile,WPS,65.0,5.2,11.0
2018-02-01,12420,FL,Male,39,Mobile,Exotic,3.9999999999999996,0.4799999999999999,1.9999999999999998
2018-02-01,12420,FL,Male,39,Mobile,WPS,2.0,0.16,1.0
2018-04-01,12420,FL,Male,39,Mobile,Exotic,14.0,1.68,5.0
2018-04-01,12420,FL,Male,39,Mobile,WPS,5.0,0.4,2.0
2018-04-01,12420,FL,Male,39,Desktop,Exotic,35.99999999999999,4.319999999999999,15.0
2018-04-01,12420,FL,Male,39,Desktop,WPS,3.0,0.24,1.0
2018-01-01,12491,FL,Male,39,Mobile,Exotic,17.999999999999996,2.1599999999999997,3.0000000000000013
2018-01-01,12491,FL,Male,39,Mobile,WPS,9.0,0.72,3.0
2018-01-01,12531,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,12531,FL,Male,39,Mobile,WPS,5.0,0.4,1.0
2018-01-01,12532,FL,Male,39,Mobile,Exotic,5.0,0.6,2.0
2018-04-01,12532,FL,Male,39,Mobile,Exotic,54.0,6.4799999999999995,16.0
2018-04-01,12532,FL,Male,39,Desktop,Exotic,18.0,2.16,6.0
2018-04-01,12532,FL,Male,39,Desktop,WPS,8.0,0.64,1.0
2018-01-01,12587,FL,Male,39,Mobile,WPS,205.0,16.4,2.0
2018-01-01,12602,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,12623,FL,Male,39,Mobile,WPS,14.0,1.12,3.0
2018-01-01,13018,FL,Male,39,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,53,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,284,FL,Male,40,Mobile,Exotic,297.0,35.64,10.0
2018-01-01,285,FL,Male,40,Mobile,Exotic,25.0,3.0,3.999999999999999
2018-01-01,618,FL,Female,40,Mobile,WPS,205.0,16.4,2.0
2018-01-01,633,FL,Male,40,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,633,FL,Male,40,Mobile,WPS,3.0,0.24,1.0
2018-01-01,826,FL,Male,40,Mobile,WPS,205.0,16.4,2.0
2018-04-01,826,FL,Male,40,Desktop,WPS,8.0,0.64,1.0
2018-01-01,919,FL,Female,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,1441,FL,Male,40,Mobile,Exotic,3.0,0.36,1.0
2018-01-01,1441,FL,Male,40,Mobile,WPS,205.0,16.4,2.0
2018-03-01,1441,FL,Male,40,Mobile,Exotic,19.0,2.28,2.0
2018-01-01,1617,FL,Male,40,Mobile,WPS,11.0,0.88,2.0
2018-01-01,1698,FL,Male,40,Mobile,WPS,205.0,16.4,4.0
2018-01-01,1926,FL,Male,40,Mobile,Exotic,115.0,13.799999999999999,25.0
2018-01-01,1926,FL,Male,40,Mobile,WPS,85.0,6.8,13.0
2018-02-01,1926,FL,Male,40,Mobile,Exotic,30.0,3.5999999999999996,6.0
2018-04-01,1926,FL,Male,40,Mobile,Exotic,15.0,1.7999999999999998,3.999999999999999
2018-01-01,1926,FL,Male,40,Mobile,WPS,205.0,16.4,2.0
2018-01-01,1929,FL,Female,40,Mobile,Exotic,49.5,5.9399999999999995,5.999999999999998
2018-01-01,1929,FL,Female,40,Mobile,WPS,356.0,28.48,19.0
2018-04-01,2025,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,2367,FL,Male,40,Mobile,Exotic,100.0,12.0,1.0
2018-01-01,2367,FL,Male,40,Mobile,WPS,100.0,8.0,1.0
2018-01-01,2395,FL,Female,40,Mobile,WPS,13.0,1.04,2.0
2018-01-01,2659,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,2672,FL,Male,40,Mobile,WPS,200.0,16.0,2.0
2018-01-01,3055,FL,Male,40,Mobile,WPS,5.0,0.4,1.0
2018-04-01,3055,FL,Male,40,Mobile,Exotic,2.0,0.24,1.0
2018-05-01,3055,FL,Male,40,Mobile,WPS,11.0,0.88,4.0
2018-01-01,3167,FL,Male,40,Mobile,WPS,355.0,28.400000000000002,2.0
2018-01-01,3764,FL,Male,40,Mobile,Exotic,394.0000000000001,47.280000000000015,30.999999999999986
2018-01-01,3773,FL,Male,40,Mobile,Exotic,4.999999999999999,0.5999999999999999,1.0
2018-01-01,3983,FL,Male,40,Mobile,Exotic,5.0,0.6,0.9999999999999999
2018-01-01,3983,FL,Male,40,Mobile,WPS,200.0,16.0,1.0
2018-01-01,4182,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,4182,FL,Male,40,Mobile,WPS,202.0,16.16,4.0
2018-01-01,4199,FL,Male,40,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,4237,FL,Male,40,Mobile,WPS,5.0,0.4,1.0
2018-01-01,4249,FL,Male,40,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,4320,FL,Male,40,Mobile,Exotic,85.5,10.26,23.000000000000007
2018-01-01,4320,FL,Male,40,Mobile,WPS,9.0,0.72,3.0
2018-02-01,4320,FL,Male,40,Mobile,Exotic,132.75,15.93,37.0
2018-02-01,4320,FL,Male,40,Desktop,Exotic,3.75,0.44999999999999996,0.9999999999999999
2018-03-01,4320,FL,Male,40,Mobile,Exotic,68.5,8.219999999999999,16.999999999999996
2018-03-01,4320,FL,Male,40,Desktop,Exotic,52.75,6.33,14.99999999999999
2018-04-01,4320,FL,Male,40,Mobile,Exotic,251.75,30.209999999999997,67.00000000000003
2018-04-01,4320,FL,Male,40,Mobile,WPS,8.0,0.64,3.0
2018-04-01,4320,FL,Male,40,Desktop,Exotic,28.25,3.3899999999999997,7.0
2018-04-01,4320,FL,Male,40,Desktop,WPS,2.0,0.16,1.0
2018-05-01,4320,FL,Male,40,Mobile,Exotic,80.5,9.66,20.999999999999996
2018-05-01,4320,FL,Male,40,Desktop,Exotic,2.5,0.3,1.0
2018-01-01,4522,FL,Female,40,Mobile,WPS,205.0,16.4,1.0
2018-01-01,5087,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,5329,FL,Male,40,Mobile,Exotic,3.9999999999999987,0.4799999999999998,1.9999999999999993
2018-01-01,5423,FL,Female,40,Mobile,Exotic,5.0,0.6,1.9999999999999998
2018-01-01,5441,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,5841,FL,Male,40,Mobile,Exotic,10.0,1.2,1.9999999999999996
2018-03-01,5841,FL,Male,40,Mobile,Exotic,34.0,4.08,2.0
2018-03-01,5841,FL,Male,40,Desktop,Exotic,80.0,9.6,1.0
2018-03-01,5841,FL,Male,40,Desktop,WPS,443.0,35.44,8.0
2018-04-01,5841,FL,Male,40,Mobile,Exotic,59.0,7.08,3.0
2018-04-01,5841,FL,Male,40,Desktop,WPS,15.0,1.2,1.0
2018-01-01,6134,FL,Female,40,Mobile,Exotic,5.0,0.6,0.9999999999999999
2018-01-01,6853,FL,Male,40,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,6983,FL,Male,40,Mobile,WPS,205.0,16.4,1.0
2018-01-01,7070,FL,Male,40,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,7211,FL,Female,40,Mobile,WPS,43.0,3.44,18.0
2018-01-01,7265,FL,Male,40,Mobile,Exotic,18.0,2.16,4.0
2018-01-01,7265,FL,Male,40,Mobile,WPS,57.0,4.5600000000000005,11.0
2018-01-01,7283,FL,Female,40,Mobile,Exotic,5.0,0.6,2.0
2018-04-01,7283,FL,Female,40,Mobile,Exotic,39.999999999999986,4.799999999999998,14.000000000000005
2018-04-01,7283,FL,Female,40,Mobile,WPS,3.0,0.24,1.0
2018-04-01,7283,FL,Female,40,Desktop,Exotic,16.0,1.92,4.0
2018-05-01,7283,FL,Female,40,Mobile,Exotic,19.999999999999996,2.3999999999999995,9.999999999999998
2018-05-01,7283,FL,Female,40,Desktop,Exotic,3.999999999999999,0.47999999999999987,1.9999999999999996
2018-01-01,7364,FL,Male,40,Mobile,WPS,205.0,16.4,4.0
2018-04-01,7364,FL,Male,40,Mobile,Exotic,3.0,0.36,0.9999999999999999
2018-04-01,7364,FL,Male,40,Mobile,WPS,2.0,0.16,1.0
2018-01-01,7368,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,8124,FL,Male,40,Mobile,Exotic,50.0,6.0,6.999999999999999
2018-01-01,8124,FL,Male,40,Mobile,WPS,289.0,23.12,12.0
2018-02-01,8124,FL,Male,40,Mobile,WPS,280.0,22.400000000000002,2.0
2018-03-01,8124,FL,Male,40,Mobile,Exotic,68.0,8.16,5.0
2018-04-01,8124,FL,Male,40,Mobile,Exotic,129.0,15.479999999999999,14.0
2018-04-01,8124,FL,Male,40,Mobile,WPS,456.0,36.480000000000004,16.0
2018-02-01,8259,FL,Male,40,Mobile,Exotic,6.0,0.72,1.0
2018-02-01,8259,FL,Male,40,Mobile,WPS,6.0,0.48,3.0
2018-01-01,8271,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,8514,FL,Male,40,Mobile,Exotic,38.0,4.56,4.0
2018-01-01,8514,FL,Male,40,Mobile,WPS,177.0,14.16,53.0
2018-02-01,8514,FL,Male,40,Mobile,Exotic,3.0,0.36,1.0
2018-02-01,8514,FL,Male,40,Mobile,WPS,2.0,0.16,1.0
2018-03-01,8514,FL,Male,40,Mobile,Exotic,14.0,1.68,2.0
2018-03-01,8514,FL,Male,40,Mobile,WPS,20.0,1.6,3.0
2018-04-01,8514,FL,Male,40,Mobile,Exotic,47.0,5.64,7.0
2018-04-01,8514,FL,Male,40,Mobile,WPS,24.0,1.92,5.0
2018-05-01,8514,FL,Male,40,Mobile,Exotic,11.0,1.3199999999999998,2.0
2018-05-01,8514,FL,Male,40,Mobile,WPS,7.0,0.56,2.0
2018-01-01,8567,FL,Male,40,Mobile,Exotic,8.0,0.96,4.0
2018-01-01,8567,FL,Male,40,Mobile,WPS,215.0,17.2,6.0
2018-02-01,8567,FL,Male,40,Mobile,WPS,10.0,0.8,1.0
2018-03-01,8567,FL,Male,40,Mobile,Exotic,6.0,0.72,3.0
2018-03-01,8567,FL,Male,40,Mobile,WPS,12.0,0.96,2.0
2018-04-01,8567,FL,Male,40,Mobile,Exotic,33.0,3.96,14.0
2018-04-01,8567,FL,Male,40,Mobile,WPS,37.0,2.96,13.0
2018-05-01,8567,FL,Male,40,Mobile,Exotic,22.5,2.6999999999999997,9.0
2018-05-01,8567,FL,Male,40,Mobile,WPS,34.0,2.72,9.0
2018-01-01,8693,FL,Male,40,Mobile,WPS,206.0,16.48,15.0
2018-01-01,8843,FL,Male,40,Mobile,Exotic,150.0,18.0,11.000000000000005
2018-01-01,8843,FL,Male,40,Mobile,WPS,56.0,4.48,6.0
2018-04-01,8843,FL,Male,40,Mobile,Exotic,96.99999999999997,11.639999999999997,43.999999999999986
2018-04-01,8843,FL,Male,40,Mobile,WPS,5.0,0.4,2.0
2018-05-01,8843,FL,Male,40,Mobile,Exotic,13.0,1.56,5.999999999999999
2018-01-01,9110,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,9194,FL,Male,40,Mobile,WPS,5.0,0.4,1.0
2018-01-01,9547,FL,Male,40,Mobile,Exotic,255.0,30.599999999999998,45.0
2018-01-01,9547,FL,Male,40,Mobile,WPS,243.0,19.44,57.0
2018-02-01,9547,FL,Male,40,Mobile,Exotic,14.0,1.68,5.0
2018-02-01,9547,FL,Male,40,Mobile,WPS,2.0,0.16,1.0
2018-01-01,9622,FL,Male,40,Mobile,Exotic,5.0,0.6,1.9999999999999998
2018-04-01,9622,FL,Male,40,Mobile,Exotic,5.0,0.6,2.0
2018-01-01,9818,FL,Male,40,Mobile,Exotic,1.9999999999999998,0.23999999999999996,0.9999999999999999
2018-01-01,9818,FL,Male,40,Mobile,WPS,3.0,0.24,1.0
2018-01-01,9900,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,10047,FL,Male,40,Mobile,Exotic,6.0,0.72,3.0
2018-01-01,10047,FL,Male,40,Mobile,WPS,203.0,16.240000000000002,10.0
2018-02-01,10047,FL,Male,40,Mobile,Exotic,4.0,0.48,2.0
2018-03-01,10047,FL,Male,40,Mobile,Exotic,2.0,0.24,1.0
2018-04-01,10047,FL,Male,40,Mobile,WPS,19.0,1.52,3.0
2018-05-01,10047,FL,Male,40,Mobile,Exotic,1.9999999999999998,0.23999999999999996,0.9999999999999999
2018-05-01,10047,FL,Male,40,Mobile,WPS,17.0,1.36,2.0
2018-01-01,10089,FL,Male,40,Mobile,Exotic,23.0,2.76,2.999999999999999
2018-01-01,10089,FL,Male,40,Mobile,WPS,5.0,0.4,1.0
2018-01-01,10291,FL,Male,40,Mobile,Exotic,157.0,18.84,5.0
2018-01-01,10291,FL,Male,40,Mobile,WPS,75.0,6.0,5.0
2018-02-01,10291,FL,Male,40,Mobile,WPS,26.0,2.08,4.0
2018-01-01,10605,FL,Male,40,Mobile,Exotic,28.0,3.36,2.0
2018-01-01,10605,FL,Male,40,Mobile,WPS,5.0,0.4,1.0
2018-01-01,10653,FL,Female,40,Mobile,WPS,205.0,16.4,1.0
2018-01-01,10730,FL,Male,40,Mobile,Exotic,7.999999999999999,0.9599999999999999,3.0000000000000013
2018-01-01,10949,FL,Male,40,Mobile,WPS,205.0,16.4,1.0
2018-01-01,11129,FL,Male,40,Mobile,WPS,9.0,0.72,7.0
2018-01-01,11201,FL,Female,40,Mobile,Exotic,5.999999999999999,0.7199999999999999,0.9999999999999998
2018-01-01,11201,FL,Female,40,Mobile,WPS,5.0,0.4,1.0
2018-04-01,11201,FL,Female,40,Mobile,WPS,145.0,11.6,2.0
2018-04-01,11201,FL,Female,40,Desktop,WPS,108.0,8.64,3.0
2018-01-01,11233,FL,Male,40,Mobile,WPS,10.0,0.8,2.0
2018-01-01,11317,FL,Female,40,Mobile,Exotic,10.0,1.2,0.9999999999999998
2018-01-01,11317,FL,Female,40,Mobile,WPS,205.0,16.4,3.0
2018-01-01,11317,FL,Female,40,Desktop,WPS,65.0,5.2,3.0
2018-04-01,11317,FL,Female,40,Mobile,Exotic,5.0,0.6,0.9999999999999998
2018-04-01,11317,FL,Female,40,Mobile,WPS,15.0,1.2,2.0
2018-05-01,11317,FL,Female,40,Mobile,WPS,2.0,0.16,1.0
2018-01-01,11660,FL,Male,40,Mobile,Exotic,5.0,0.6,1.0
2018-01-01,11706,FL,Male,40,Mobile,Exotic,37.0,4.4399999999999995,8.0
2018-01-01,11706,FL,Male,40,Mobile,WPS,55.0,4.4,5.0
2018-03-01,11706,FL,Male,40,Mobile,Exotic,34.99999999999999,4.199999999999999,7.0
2018-04-01,11706,FL,Male,40,Mobile,Exotic,100.0,12.0,15.000000000000004
2018-01-01,11809,FL,Male,40,Mobile,Exotic,12.0,1.44,6.0
2018-01-01,11838,FL,Male,40,Mobile,Exotic,20.0,2.4,5.0
2018-04-01,11838,FL,Male,40,Mobile,Exotic,8.0,0.96,4.0
2018-04-01,11838,FL,Male,40,Desktop,Exotic,31.000000000000007,3.7200000000000006,13.0
2018-01-01,11872,FL,Male,40,Mobile,WPS,205.0,16.4,1.0
2018-03-01,11872,FL,Male,40,Mobile,WPS,20.0,1.6,2.0
2018-04-01,11872,FL,Male,40,Mobile,WPS,90.0,7.2,5.0
2018-04-01,11872,FL,Male,40,Desktop,WPS,10.0,0.8,1.0
